instance_id,ieee_case,selector,k_budget,slot_budget,training_subset,training_positions,training_seed_ids,full_training_support_id,full_training_support_fingerprint,subset_support_id,subset_support_fingerprint,subset_support_file,jaccard_similarity,heldout_median_normalized_error_full_support,solver_status,refinement_iterations,selection_data_split,held_out_used_for_support_construction,status,failure_reason
ieee30_eval_seed_30102_block_8x8,ieee30,balanced_magnitude,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[3011001,3011003,3011005,3011007,3011009,3011011,3011013,3011015,3011017,3011019]",ieee30_eval_seed_30102_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30102_block_8x8__stability_balanced_magnitude_odd_positions_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30102_block_8x8/ieee30_eval_seed_30102_block_8x8__stability_balanced_magnitude_odd_positions_fe3d4734329f.json,1.0,0.5921422970411284,optimal,0,training_only,False,completed,
ieee30_eval_seed_30102_block_8x8,ieee30,balanced_magnitude,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[3011010,3011011,3011012,3011013,3011014,3011015,3011016,3011017,3011018,3011019]",ieee30_eval_seed_30102_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30102_block_8x8__stability_balanced_magnitude_second_half_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30102_block_8x8/ieee30_eval_seed_30102_block_8x8__stability_balanced_magnitude_second_half_fe3d4734329f.json,1.0,0.5921422970411284,optimal,0,training_only,False,completed,
ieee30_eval_seed_30102_block_8x8,ieee30,sensitivity_initial_mean,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[3011000,3011002,3011004,3011006,3011008,3011010,3011012,3011014,3011016,3011018]",ieee30_eval_seed_30102_block_8x8__sensitivity_initial_mean_k16_s3_697ddc3496a3,697ddc3496a3a50c5058b2ad1d232d41e08e346e6cdecb8549d09bf0cb037dda,ieee30_eval_seed_30102_block_8x8__stability_sensitivity_initial_mean_even_positions_697ddc3496a3,697ddc3496a3a50c5058b2ad1d232d41e08e346e6cdecb8549d09bf0cb037dda,supports/stability/ieee30_eval_seed_30102_block_8x8/ieee30_eval_seed_30102_block_8x8__stability_sensitivity_initial_mean_even_positions_697ddc3496a3.json,1.0,0.1935466831654151,optimal,0,training_only,False,completed,
ieee30_eval_seed_30102_block_8x8,ieee30,sensitivity_initial_mean,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[3011000,3011001,3011002,3011003,3011004,3011005,3011006,3011007,3011008,3011009]",ieee30_eval_seed_30102_block_8x8__sensitivity_initial_mean_k16_s3_697ddc3496a3,697ddc3496a3a50c5058b2ad1d232d41e08e346e6cdecb8549d09bf0cb037dda,ieee30_eval_seed_30102_block_8x8__stability_sensitivity_initial_mean_first_half_65b1eaf68f44,65b1eaf68f44bf392ca5b7a4d0809cc9e45585e4c5f92a942360615b9b046e6a,supports/stability/ieee30_eval_seed_30102_block_8x8/ieee30_eval_seed_30102_block_8x8__stability_sensitivity_initial_mean_first_half_65b1eaf68f44.json,0.6,0.1935466831654151,optimal,0,training_only,False,completed,
ieee30_eval_seed_30102_block_8x8,ieee30,sensitivity_initial_mean,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[3011001,3011003,3011005,3011007,3011009,3011011,3011013,3011015,3011017,3011019]",ieee30_eval_seed_30102_block_8x8__sensitivity_initial_mean_k16_s3_697ddc3496a3,697ddc3496a3a50c5058b2ad1d232d41e08e346e6cdecb8549d09bf0cb037dda,ieee30_eval_seed_30102_block_8x8__stability_sensitivity_initial_mean_odd_positions_97d436ed1259,97d436ed1259582fcdbbccbf70ee51dc43ed74f8fcb0f0a3d701e63fc6a878d8,supports/stability/ieee30_eval_seed_30102_block_8x8/ieee30_eval_seed_30102_block_8x8__stability_sensitivity_initial_mean_odd_positions_97d436ed1259.json,0.7777777777777778,0.1935466831654151,optimal,0,training_only,False,completed,
ieee30_eval_seed_30102_block_8x8,ieee30,sensitivity_initial_mean,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[3011010,3011011,3011012,3011013,3011014,3011015,3011016,3011017,3011018,3011019]",ieee30_eval_seed_30102_block_8x8__sensitivity_initial_mean_k16_s3_697ddc3496a3,697ddc3496a3a50c5058b2ad1d232d41e08e346e6cdecb8549d09bf0cb037dda,ieee30_eval_seed_30102_block_8x8__stability_sensitivity_initial_mean_second_half_02fd3606bbb1,02fd3606bbb1eb8344cdf769fb24be4fb73e066343a33b3eacbfa65eea26414b,supports/stability/ieee30_eval_seed_30102_block_8x8/ieee30_eval_seed_30102_block_8x8__stability_sensitivity_initial_mean_second_half_02fd3606bbb1.json,0.7777777777777778,0.1935466831654151,optimal,0,training_only,False,completed,
ieee30_eval_seed_30102_block_8x8,ieee30,sensitivity_refined_mean,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[3011000,3011002,3011004,3011006,3011008,3011010,3011012,3011014,3011016,3011018]",ieee30_eval_seed_30102_block_8x8__sensitivity_refined_mean_k16_s3_2441a83dbc3e,2441a83dbc3e758568a6328886d62c62b0268a00d85fe136a33f7631b21a67e4,ieee30_eval_seed_30102_block_8x8__stability_sensitivity_refined_mean_even_positions_8d2d3bbbc0fc,8d2d3bbbc0fc863dbb5bf26baeee2bb38ef636c6a9f41dfeb6113bb6ad6fb534,supports/stability/ieee30_eval_seed_30102_block_8x8/ieee30_eval_seed_30102_block_8x8__stability_sensitivity_refined_mean_even_positions_8d2d3bbbc0fc.json,0.5238095238095238,0.2246361860120409,optimal,4,training_only,False,completed,
ieee30_eval_seed_30102_block_8x8,ieee30,sensitivity_refined_mean,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[3011000,3011001,3011002,3011003,3011004,3011005,3011006,3011007,3011008,3011009]",ieee30_eval_seed_30102_block_8x8__sensitivity_refined_mean_k16_s3_2441a83dbc3e,2441a83dbc3e758568a6328886d62c62b0268a00d85fe136a33f7631b21a67e4,ieee30_eval_seed_30102_block_8x8__stability_sensitivity_refined_mean_first_half_5d87ab5e8ebe,5d87ab5e8ebe731816d5228979a9e97a18b2930522414136d80b4d27ebbc2e12,supports/stability/ieee30_eval_seed_30102_block_8x8/ieee30_eval_seed_30102_block_8x8__stability_sensitivity_refined_mean_first_half_5d87ab5e8ebe.json,0.3333333333333333,0.2246361860120409,optimal,5,training_only,False,completed,
ieee30_eval_seed_30102_block_8x8,ieee30,sensitivity_refined_mean,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[3011001,3011003,3011005,3011007,3011009,3011011,3011013,3011015,3011017,3011019]",ieee30_eval_seed_30102_block_8x8__sensitivity_refined_mean_k16_s3_2441a83dbc3e,2441a83dbc3e758568a6328886d62c62b0268a00d85fe136a33f7631b21a67e4,ieee30_eval_seed_30102_block_8x8__stability_sensitivity_refined_mean_odd_positions_532d10f58ad4,532d10f58ad4ea7dc061db8414debfb8704a253a06a8994520daeedd2b86e87d,supports/stability/ieee30_eval_seed_30102_block_8x8/ieee30_eval_seed_30102_block_8x8__stability_sensitivity_refined_mean_odd_positions_532d10f58ad4.json,0.6,0.2246361860120409,optimal,5,training_only,False,completed,
ieee30_eval_seed_30102_block_8x8,ieee30,sensitivity_refined_mean,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[3011010,3011011,3011012,3011013,3011014,3011015,3011016,3011017,3011018,3011019]",ieee30_eval_seed_30102_block_8x8__sensitivity_refined_mean_k16_s3_2441a83dbc3e,2441a83dbc3e758568a6328886d62c62b0268a00d85fe136a33f7631b21a67e4,ieee30_eval_seed_30102_block_8x8__stability_sensitivity_refined_mean_second_half_fb2581c2ec2c,fb2581c2ec2c4bbf058411eee087eb83f8eec7a6e5b7c558fd360f2043474736,supports/stability/ieee30_eval_seed_30102_block_8x8/ieee30_eval_seed_30102_block_8x8__stability_sensitivity_refined_mean_second_half_fb2581c2ec2c.json,0.6842105263157895,0.2246361860120409,optimal,5,training_only,False,completed,
ieee30_eval_seed_30103_block_8x8,ieee30,balanced_magnitude,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[3021000,3021002,3021004,3021006,3021008,3021010,3021012,3021014,3021016,3021018]",ieee30_eval_seed_30103_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30103_block_8x8__stability_balanced_magnitude_even_positions_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30103_block_8x8/ieee30_eval_seed_30103_block_8x8__stability_balanced_magnitude_even_positions_fe3d4734329f.json,1.0,0.7538366880317903,optimal,0,training_only,False,completed,
ieee30_eval_seed_30103_block_8x8,ieee30,balanced_magnitude,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[3021000,3021001,3021002,3021003,3021004,3021005,3021006,3021007,3021008,3021009]",ieee30_eval_seed_30103_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30103_block_8x8__stability_balanced_magnitude_first_half_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30103_block_8x8/ieee30_eval_seed_30103_block_8x8__stability_balanced_magnitude_first_half_fe3d4734329f.json,1.0,0.7538366880317903,optimal,0,training_only,False,completed,
ieee30_eval_seed_30103_block_8x8,ieee30,balanced_magnitude,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[3021001,3021003,3021005,3021007,3021009,3021011,3021013,3021015,3021017,3021019]",ieee30_eval_seed_30103_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30103_block_8x8__stability_balanced_magnitude_odd_positions_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30103_block_8x8/ieee30_eval_seed_30103_block_8x8__stability_balanced_magnitude_odd_positions_fe3d4734329f.json,1.0,0.7538366880317903,optimal,0,training_only,False,completed,
ieee30_eval_seed_30103_block_8x8,ieee30,balanced_magnitude,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[3021010,3021011,3021012,3021013,3021014,3021015,3021016,3021017,3021018,3021019]",ieee30_eval_seed_30103_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30103_block_8x8__stability_balanced_magnitude_second_half_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30103_block_8x8/ieee30_eval_seed_30103_block_8x8__stability_balanced_magnitude_second_half_fe3d4734329f.json,1.0,0.7538366880317903,optimal,0,training_only,False,completed,
ieee30_eval_seed_30103_block_8x8,ieee30,sensitivity_initial_mean,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[3021000,3021002,3021004,3021006,3021008,3021010,3021012,3021014,3021016,3021018]",ieee30_eval_seed_30103_block_8x8__sensitivity_initial_mean_k16_s3_770386f4a105,770386f4a10502e45c376010ea8a3388067eba856bef58ba9f4d29582ff66b72,ieee30_eval_seed_30103_block_8x8__stability_sensitivity_initial_mean_even_positions_8a9d89ac1a1f,8a9d89ac1a1ff35b81381881a2be298572d93e221ea91d97621541026d621423,supports/stability/ieee30_eval_seed_30103_block_8x8/ieee30_eval_seed_30103_block_8x8__stability_sensitivity_initial_mean_even_positions_8a9d89ac1a1f.json,0.7777777777777778,0.1697514601831622,optimal,0,training_only,False,completed,
ieee30_eval_seed_30103_block_8x8,ieee30,sensitivity_initial_mean,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[3021000,3021001,3021002,3021003,3021004,3021005,3021006,3021007,3021008,3021009]",ieee30_eval_seed_30103_block_8x8__sensitivity_initial_mean_k16_s3_770386f4a105,770386f4a10502e45c376010ea8a3388067eba856bef58ba9f4d29582ff66b72,ieee30_eval_seed_30103_block_8x8__stability_sensitivity_initial_mean_first_half_770386f4a105,770386f4a10502e45c376010ea8a3388067eba856bef58ba9f4d29582ff66b72,supports/stability/ieee30_eval_seed_30103_block_8x8/ieee30_eval_seed_30103_block_8x8__stability_sensitivity_initial_mean_first_half_770386f4a105.json,1.0,0.1697514601831622,optimal,0,training_only,False,completed,
ieee30_eval_seed_30103_block_8x8,ieee30,sensitivity_initial_mean,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[3021001,3021003,3021005,3021007,3021009,3021011,3021013,3021015,3021017,3021019]",ieee30_eval_seed_30103_block_8x8__sensitivity_initial_mean_k16_s3_770386f4a105,770386f4a10502e45c376010ea8a3388067eba856bef58ba9f4d29582ff66b72,ieee30_eval_seed_30103_block_8x8__stability_sensitivity_initial_mean_odd_positions_87f46f64d939,87f46f64d9397c5078b472fbbeefd4eef0be405e20bb634868fc5c1ad6deaf81,supports/stability/ieee30_eval_seed_30103_block_8x8/ieee30_eval_seed_30103_block_8x8__stability_sensitivity_initial_mean_odd_positions_87f46f64d939.json,0.6842105263157895,0.1697514601831622,optimal,0,training_only,False,completed,
ieee30_eval_seed_30103_block_8x8,ieee30,sensitivity_initial_mean,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[3021010,3021011,3021012,3021013,3021014,3021015,3021016,3021017,3021018,3021019]",ieee30_eval_seed_30103_block_8x8__sensitivity_initial_mean_k16_s3_770386f4a105,770386f4a10502e45c376010ea8a3388067eba856bef58ba9f4d29582ff66b72,ieee30_eval_seed_30103_block_8x8__stability_sensitivity_initial_mean_second_half_7505ee271874,7505ee271874d28721cf4902e5b19a56495ed1c79176ad46f6fc844874513e7a,supports/stability/ieee30_eval_seed_30103_block_8x8/ieee30_eval_seed_30103_block_8x8__stability_sensitivity_initial_mean_second_half_7505ee271874.json,0.6842105263157895,0.1697514601831622,optimal,0,training_only,False,completed,
ieee30_eval_seed_30103_block_8x8,ieee30,sensitivity_refined_mean,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[3021000,3021002,3021004,3021006,3021008,3021010,3021012,3021014,3021016,3021018]",ieee30_eval_seed_30103_block_8x8__sensitivity_refined_mean_k16_s3_53fc016cd6f6,53fc016cd6f683ec21c2924b3dd24898abf691257af7a205102cb119497c8552,ieee30_eval_seed_30103_block_8x8__stability_sensitivity_refined_mean_even_positions_39c6d92429a0,39c6d92429a0c77832f6e5eef445d4472c34a1c7d16f8d2196eb49a67731f4a0,supports/stability/ieee30_eval_seed_30103_block_8x8/ieee30_eval_seed_30103_block_8x8__stability_sensitivity_refined_mean_even_positions_39c6d92429a0.json,0.3333333333333333,0.1331733499580163,optimal,4,training_only,False,completed,
ieee30_eval_seed_30103_block_8x8,ieee30,sensitivity_refined_mean,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[3021000,3021001,3021002,3021003,3021004,3021005,3021006,3021007,3021008,3021009]",ieee30_eval_seed_30103_block_8x8__sensitivity_refined_mean_k16_s3_53fc016cd6f6,53fc016cd6f683ec21c2924b3dd24898abf691257af7a205102cb119497c8552,ieee30_eval_seed_30103_block_8x8__stability_sensitivity_refined_mean_first_half_07cf4bd34830,07cf4bd34830e804968e33d250f9f1973e1ebc464597b5c30690653b8e514100,supports/stability/ieee30_eval_seed_30103_block_8x8/ieee30_eval_seed_30103_block_8x8__stability_sensitivity_refined_mean_first_half_07cf4bd34830.json,0.6,0.1331733499580163,optimal,2,training_only,False,completed,
ieee30_eval_seed_30103_block_8x8,ieee30,sensitivity_refined_mean,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[3021001,3021003,3021005,3021007,3021009,3021011,3021013,3021015,3021017,3021019]",ieee30_eval_seed_30103_block_8x8__sensitivity_refined_mean_k16_s3_53fc016cd6f6,53fc016cd6f683ec21c2924b3dd24898abf691257af7a205102cb119497c8552,ieee30_eval_seed_30103_block_8x8__stability_sensitivity_refined_mean_odd_positions_50543e6991ec,50543e6991ec6377edcca4be4f82ec572d4815430e335329c2efd103fe493e4f,supports/stability/ieee30_eval_seed_30103_block_8x8/ieee30_eval_seed_30103_block_8x8__stability_sensitivity_refined_mean_odd_positions_50543e6991ec.json,0.45454545454545453,0.1331733499580163,optimal,3,training_only,False,completed,
ieee30_eval_seed_30103_block_8x8,ieee30,sensitivity_refined_mean,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[3021010,3021011,3021012,3021013,3021014,3021015,3021016,3021017,3021018,3021019]",ieee30_eval_seed_30103_block_8x8__sensitivity_refined_mean_k16_s3_53fc016cd6f6,53fc016cd6f683ec21c2924b3dd24898abf691257af7a205102cb119497c8552,ieee30_eval_seed_30103_block_8x8__stability_sensitivity_refined_mean_second_half_bc775625f87b,bc775625f87b6ff0125a5b1f4f4c02c84e44ed2a5a4a25624573cbb07ed9cc5f,supports/stability/ieee30_eval_seed_30103_block_8x8/ieee30_eval_seed_30103_block_8x8__stability_sensitivity_refined_mean_second_half_bc775625f87b.json,0.45454545454545453,0.1331733499580163,optimal,2,training_only,False,completed,
ieee30_eval_seed_30104_block_8x8,ieee30,balanced_magnitude,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[3031000,3031002,3031004,3031006,3031008,3031010,3031012,3031014,3031016,3031018]",ieee30_eval_seed_30104_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30104_block_8x8__stability_balanced_magnitude_even_positions_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30104_block_8x8/ieee30_eval_seed_30104_block_8x8__stability_balanced_magnitude_even_positions_fe3d4734329f.json,1.0,0.7582105073760519,optimal,0,training_only,False,completed,
ieee30_eval_seed_30104_block_8x8,ieee30,balanced_magnitude,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[3031000,3031001,3031002,3031003,3031004,3031005,3031006,3031007,3031008,3031009]",ieee30_eval_seed_30104_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30104_block_8x8__stability_balanced_magnitude_first_half_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30104_block_8x8/ieee30_eval_seed_30104_block_8x8__stability_balanced_magnitude_first_half_fe3d4734329f.json,1.0,0.7582105073760519,optimal,0,training_only,False,completed,
ieee30_eval_seed_30104_block_8x8,ieee30,balanced_magnitude,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[3031001,3031003,3031005,3031007,3031009,3031011,3031013,3031015,3031017,3031019]",ieee30_eval_seed_30104_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30104_block_8x8__stability_balanced_magnitude_odd_positions_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30104_block_8x8/ieee30_eval_seed_30104_block_8x8__stability_balanced_magnitude_odd_positions_fe3d4734329f.json,1.0,0.7582105073760519,optimal,0,training_only,False,completed,
ieee30_eval_seed_30104_block_8x8,ieee30,balanced_magnitude,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[3031010,3031011,3031012,3031013,3031014,3031015,3031016,3031017,3031018,3031019]",ieee30_eval_seed_30104_block_8x8__balanced_magnitude_k16_s3_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,ieee30_eval_seed_30104_block_8x8__stability_balanced_magnitude_second_half_fe3d4734329f,fe3d4734329fdc060823ecde2c35a9b54580bfd0a2f8adf463429d49e278e69d,supports/stability/ieee30_eval_seed_30104_block_8x8/ieee30_eval_seed_30104_block_8x8__stability_balanced_magnitude_second_half_fe3d4734329f.json,1.0,0.7582105073760519,optimal,0,training_only,False,completed,
ieee30_eval_seed_30104_block_8x8,ieee30,sensitivity_initial_mean,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[3031000,3031002,3031004,3031006,3031008,3031010,3031012,3031014,3031016,3031018]",ieee30_eval_seed_30104_block_8x8__sensitivity_initial_mean_k16_s3_91c296f39590,91c296f39590825db45f74eed7017427a10b059bb1904f8e3f9ed864b75e0fd9,ieee30_eval_seed_30104_block_8x8__stability_sensitivity_initial_mean_even_positions_cd8e8df6e085,cd8e8df6e085a325c155bf506d291397bc8adcb7ac1180f4a48d2d834edbf051,supports/stability/ieee30_eval_seed_30104_block_8x8/ieee30_eval_seed_30104_block_8x8__stability_sensitivity_initial_mean_even_positions_cd8e8df6e085.json,0.8823529411764706,0.4425827125838342,optimal,0,training_only,False,completed,
ieee30_eval_seed_30104_block_8x8,ieee30,sensitivity_initial_mean,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[3031000,3031001,3031002,3031003,3031004,3031005,3031006,3031007,3031008,3031009]",ieee30_eval_seed_30104_block_8x8__sensitivity_initial_mean_k16_s3_91c296f39590,91c296f39590825db45f74eed7017427a10b059bb1904f8e3f9ed864b75e0fd9,ieee30_eval_seed_30104_block_8x8__stability_sensitivity_initial_mean_first_half_91c296f39590,91c296f39590825db45f74eed7017427a10b059bb1904f8e3f9ed864b75e0fd9,supports/stability/ieee30_eval_seed_30104_block_8x8/ieee30_eval_seed_30104_block_8x8__stability_sensitivity_initial_mean_first_half_91c296f39590.json,1.0,0.4425827125838342,optimal,0,training_only,False,completed,
ieee30_eval_seed_30104_block_8x8,ieee30,sensitivity_initial_mean,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[3031001,3031003,3031005,3031007,3031009,3031011,3031013,3031015,3031017,3031019]",ieee30_eval_seed_30104_block_8x8__sensitivity_initial_mean_k16_s3_91c296f39590,91c296f39590825db45f74eed7017427a10b059bb1904f8e3f9ed864b75e0fd9,ieee30_eval_seed_30104_block_8x8__stability_sensitivity_initial_mean_odd_positions_c7deb2a1a2e2,c7deb2a1a2e269a69fddd58f4e40992e9ff953e52c9e99db01b3085c1dc1a91d,supports/stability/ieee30_eval_seed_30104_block_8x8/ieee30_eval_seed_30104_block_8x8__stability_sensitivity_initial_mean_odd_positions_c7deb2a1a2e2.json,0.6842105263157895,0.4425827125838342,optimal,0,training_only,False,completed,
ieee30_eval_seed_30104_block_8x8,ieee30,sensitivity_initial_mean,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[3031010,3031011,3031012,3031013,3031014,3031015,3031016,3031017,3031018,3031019]",ieee30_eval_seed_30104_block_8x8__sensitivity_initial_mean_k16_s3_91c296f39590,91c296f39590825db45f74eed7017427a10b059bb1904f8e3f9ed864b75e0fd9,ieee30_eval_seed_30104_block_8x8__stability_sensitivity_initial_mean_second_half_697ddc3496a3,697ddc3496a3a50c5058b2ad1d232d41e08e346e6cdecb8549d09bf0cb037dda,supports/stability/ieee30_eval_seed_30104_block_8x8/ieee30_eval_seed_30104_block_8x8__stability_sensitivity_initial_mean_second_half_697ddc3496a3.json,0.8823529411764706,0.4425827125838342,optimal,0,training_only,False,completed,
ieee30_eval_seed_30104_block_8x8,ieee30,sensitivity_refined_mean,16,3,even_positions,"[0,2,4,6,8,10,12,14,16,18]","[3031000,3031002,3031004,3031006,3031008,3031010,3031012,3031014,3031016,3031018]",ieee30_eval_seed_30104_block_8x8__sensitivity_refined_mean_k16_s3_a0d46994efb5,a0d46994efb54d65b1bfd3378872ea491b422fe94e7664d18a0abedbd1936a49,ieee30_eval_seed_30104_block_8x8__stability_sensitivity_refined_mean_even_positions_c80cc1718a76,c80cc1718a761e9c2c28046c5590418a84b5ff99aac236f0cb8bdba1a07cc080,supports/stability/ieee30_eval_seed_30104_block_8x8/ieee30_eval_seed_30104_block_8x8__stability_sensitivity_refined_mean_even_positions_c80cc1718a76.json,0.7777777777777778,0.4328869739557486,optimal,2,training_only,False,completed,
ieee30_eval_seed_30104_block_8x8,ieee30,sensitivity_refined_mean,16,3,first_half,"[0,1,2,3,4,5,6,7,8,9]","[3031000,3031001,3031002,3031003,3031004,3031005,3031006,3031007,3031008,3031009]",ieee30_eval_seed_30104_block_8x8__sensitivity_refined_mean_k16_s3_a0d46994efb5,a0d46994efb54d65b1bfd3378872ea491b422fe94e7664d18a0abedbd1936a49,ieee30_eval_seed_30104_block_8x8__stability_sensitivity_refined_mean_first_half_ef81d0750398,ef81d0750398f545b66246cea6f5aeed3c6e306329bcd912b24a56d5afb1a2c3,supports/stability/ieee30_eval_seed_30104_block_8x8/ieee30_eval_seed_30104_block_8x8__stability_sensitivity_refined_mean_first_half_ef81d0750398.json,0.8823529411764706,0.4328869739557486,optimal,2,training_only,False,completed,
ieee30_eval_seed_30104_block_8x8,ieee30,sensitivity_refined_mean,16,3,odd_positions,"[1,3,5,7,9,11,13,15,17,19]","[3031001,3031003,3031005,3031007,3031009,3031011,3031013,3031015,3031017,3031019]",ieee30_eval_seed_30104_block_8x8__sensitivity_refined_mean_k16_s3_a0d46994efb5,a0d46994efb54d65b1bfd3378872ea491b422fe94e7664d18a0abedbd1936a49,ieee30_eval_seed_30104_block_8x8__stability_sensitivity_refined_mean_odd_positions_88828349bff9,88828349bff9ecf1e23fd3afd8fd0c6a7545479602a2c64078a8666933ec6e11,supports/stability/ieee30_eval_seed_30104_block_8x8/ieee30_eval_seed_30104_block_8x8__stability_sensitivity_refined_mean_odd_positions_88828349bff9.json,0.391304347826087,0.4328869739557486,optimal,4,training_only,False,completed,
ieee30_eval_seed_30104_block_8x8,ieee30,sensitivity_refined_mean,16,3,second_half,"[10,11,12,13,14,15,16,17,18,19]","[3031010,3031011,3031012,3031013,3031014,3031015,3031016,3031017,3031018,3031019]",ieee30_eval_seed_30104_block_8x8__sensitivity_refined_mean_k16_s3_a0d46994efb5,a0d46994efb54d65b1bfd3378872ea491b422fe94e7664d18a0abedbd1936a49,ieee30_eval_seed_30104_block_8x8__stability_sensitivity_refined_mean_second_half_098844e674d5,098844e674d576a966389f6d021dfb2c8f3e61b014790fb426ac2b244d6ec0cb,supports/stability/ieee30_eval_seed_30104_block_8x8/ieee30_eval_seed_30104_block_8x8__stability_sensitivity_refined_mean_second_half_098844e674d5.json,0.7777777777777778,0.4328869739557486,optimal,2,training_only,False,completed,
